School Name,School Type,School Level,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR,Mean Score_zscore,Percent Scoring Below 65_zscore,Percent Scoring 65 or Above_zscore,Percent Scoring 80 or Above_zscore,Percent Scoring CR_zscore,Mean_Score_within_SchoolType_zscore,Zip Code
Brooklyn International High School,General Academic,High school,Common Core English,2018,134,64.5,46.0,34.3,88.0,65.7,35.0,26.1,56.0,41.8,-0.09,-0.27,0.27,0.18,0.06,-0.15,11201
Brooklyn International High School,General Academic,High school,Common Core English,2019,116,61.6,52.0,44.8,64.0,55.2,24.0,20.7,30.0,25.9,-0.35,0.1,-0.1,-0.02,-0.46,-0.41,11201
The Urban Assembly School for Law and Justice,General Academic,High school,Algebra2/Trigonometry,2015,75,47.9,65.0,86.7,10.0,13.3,3.0,4.0,3.0,4.0,-1.58,1.56,-1.56,-0.67,-1.16,-1.62,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra,2015,122,62.6,59.0,48.4,63.0,51.6,1.0,0.8,33.0,27.0,-0.26,0.22,-0.22,-0.79,-0.42,-0.32,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core English,2015,104,81.5,7.0,6.7,97.0,93.3,65.0,62.5,81.0,77.9,1.45,-1.23,1.23,1.58,1.22,1.36,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Geometry,2015,53,55.7,39.0,73.6,14.0,26.4,1.0,1.9,4.0,7.5,-0.88,1.1,-1.1,-0.75,-1.05,-0.93,10001
The Urban Assembly School for Law and Justice,General Academic,High school,English,2015,116,79.3,6.0,5.2,110.0,94.8,60.0,51.7,83.0,71.6,1.25,-1.29,1.29,1.17,1.02,1.16,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Geometry,2015,53,65.9,24.0,45.3,29.0,54.7,3.0,5.7,3.0,5.7,0.04,0.11,-0.11,-0.6,-1.11,-0.03,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Integrated Algebra,2015,57,71.9,12.0,21.1,45.0,78.9,15.0,26.3,15.0,26.3,0.58,-0.73,0.73,0.19,-0.44,0.51,10001
Frances Perkins Academy,General Academic,High school,English,2015,29,67.0,10.0,34.5,19.0,65.5,6.0,20.7,9.0,31.0,0.14,-0.26,0.26,-0.02,-0.29,0.07,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Algebra2/Trigonometry,2016,67,57.0,50.0,74.6,17.0,25.4,1.0,1.5,1.0,1.5,-0.76,1.14,-1.14,-0.76,-1.25,-0.81,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra,2016,263,66.5,86.0,32.7,177.0,67.3,11.0,4.2,131.0,49.8,0.09,-0.33,0.33,-0.66,0.31,0.03,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra2,2016,12,68.8,3.0,25.0,9.0,75.0,0.0,0.0,9.0,75.0,0.3,-0.59,0.59,-0.82,1.13,0.23,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core English,2016,109,82.2,5.0,4.6,104.0,95.4,73.0,67.0,87.0,79.8,1.51,-1.31,1.31,1.76,1.28,1.42,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Integrated Algebra,2016,8,60.6,5.0,62.5,3.0,37.5,0.0,0.0,0.0,0.0,-0.44,0.72,-0.72,-0.82,-1.29,-0.5,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra,2017,186,64.6,80.0,43.0,106.0,57.0,13.0,7.0,71.0,38.2,-0.08,0.03,-0.03,-0.55,-0.06,-0.14,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra2,2017,7,61.4,5.0,71.4,2.0,28.6,0.0,0.0,2.0,28.6,-0.36,1.03,-1.03,-0.82,-0.37,-0.42,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core English,2017,112,81.5,6.0,5.4,106.0,94.6,75.0,67.0,90.0,80.4,1.45,-1.28,1.28,1.76,1.3,1.36,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Geometry,2017,31,65.1,13.0,41.9,18.0,58.1,0.0,0.0,7.0,22.6,-0.03,-0.0,0.0,-0.82,-0.56,-0.1,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra,2018,178,60.6,108.0,60.7,70.0,39.3,6.0,3.4,44.0,24.7,-0.44,0.65,-0.65,-0.69,-0.5,-0.5,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core English,2018,118,81.1,9.0,7.6,109.0,92.4,77.0,65.3,90.0,76.3,1.41,-1.2,1.2,1.69,1.17,1.32,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Geometry,2018,28,61.0,13.0,46.4,15.0,53.6,0.0,0.0,5.0,17.9,-0.4,0.15,-0.15,-0.82,-0.72,-0.46,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra,2019,205,67.6,69.0,33.7,136.0,66.3,23.0,11.2,92.0,44.9,0.19,-0.29,0.29,-0.39,0.16,0.12,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Algebra2,2019,30,68.1,10.0,33.3,20.0,66.7,1.0,3.3,20.0,66.7,0.24,-0.3,0.3,-0.69,0.86,0.17,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core English,2019,110,81.2,9.0,8.2,101.0,91.8,71.0,64.5,86.0,78.2,1.42,-1.18,1.18,1.66,1.23,1.33,10001
The Urban Assembly School for Law and Justice,General Academic,High school,Common Core Geometry,2019,28,66.0,11.0,39.3,17.0,60.7,3.0,10.7,13.0,46.4,0.05,-0.1,0.1,-0.41,0.2,-0.02,10001
Academy of Arts and Letters,General Academic,K-8,Common Core Algebra,2015,26,66.3,7.0,26.9,19.0,73.1,1.0,3.8,12.0,46.2,0.08,-0.53,0.53,-0.67,0.2,0.01,10001
Academy of Arts and Letters,General Academic,K-8,Common Core Algebra,2016,15,78.5,0.0,0.0,15.0,100.0,6.0,40.0,15.0,100.0,1.17,-1.47,1.47,0.72,1.94,1.09,10001
Academy of Arts and Letters,General Academic,K-8,Common Core Algebra,2017,61,68.4,18.0,29.5,43.0,70.5,17.0,27.9,35.0,57.4,0.27,-0.44,0.44,0.25,0.56,0.2,10001
Academy of Arts and Letters,General Academic,K-8,Common Core Algebra,2018,43,64.2,15.0,34.9,28.0,65.1,4.0,9.3,19.0,44.2,-0.11,-0.25,0.25,-0.46,0.13,-0.18,10001
Academy of Arts and Letters,General Academic,K-8,Common Core Algebra,2019,44,77.0,4.0,9.1,40.0,90.9,22.0,50.0,36.0,81.8,1.04,-1.15,1.15,1.1,1.35,0.96,10001
ACORN Community High School,General Academic,High school,Algebra2/Trigonometry,2015,19,44.0,17.0,89.5,2.0,10.5,0.0,0.0,0.0,0.0,-1.93,1.66,-1.66,-0.82,-1.29,-1.97,10001
ACORN Community High School,General Academic,High school,Common Core Algebra,2015,64,57.4,49.0,76.6,15.0,23.4,0.0,0.0,2.0,3.1,-0.73,1.21,-1.21,-0.82,-1.19,-0.78,10001
ACORN Community High School,General Academic,High school,Common Core English,2015,54,66.7,21.0,38.9,33.0,61.1,15.0,27.8,20.0,37.0,0.11,-0.11,0.11,0.25,-0.1,0.05,10001
ACORN Community High School,General Academic,High school,Common Core Geometry,2015,35,46.7,33.0,94.3,2.0,5.7,0.0,0.0,1.0,2.9,-1.69,1.83,-1.83,-0.82,-1.2,-1.73,10001
ACORN Community High School,General Academic,High school,English,2015,87,62.5,44.0,50.6,43.0,49.4,9.0,10.3,22.0,25.3,-0.27,0.3,-0.3,-0.42,-0.48,-0.33,10001
ACORN Community High School,General Academic,High school,Geometry,2015,47,50.7,40.0,85.1,7.0,14.9,1.0,2.1,1.0,2.1,-1.33,1.5,-1.5,-0.74,-1.23,-1.37,10001
ACORN Community High School,General Academic,High school,Integrated Algebra,2015,107,66.0,47.0,43.9,60.0,56.1,12.0,11.2,12.0,11.2,0.05,0.07,-0.07,-0.39,-0.93,-0.02,10001
ACORN Community High School,General Academic,High school,Algebra2/Trigonometry,2016,6,50.5,5.0,83.3,1.0,16.7,1.0,16.7,1.0,16.7,-1.35,1.44,-1.44,-0.18,-0.75,-1.39,10001
ACORN Community High School,General Academic,High school,Common Core Algebra,2016,120,58.9,75.0,62.5,45.0,37.5,2.0,1.7,22.0,18.3,-0.59,0.72,-0.72,-0.75,-0.7,-0.65,10001
ACORN Community High School,General Academic,High school,Common Core English,2016,157,66.9,54.0,34.4,103.0,65.6,30.0,19.1,59.0,37.6,0.13,-0.27,0.27,-0.08,-0.08,0.06,10001
ACORN Community High School,General Academic,High school,Common Core Geometry,2016,38,49.6,36.0,94.7,2.0,5.3,0.0,0.0,0.0,0.0,-1.43,1.84,-1.84,-0.82,-1.29,-1.47,10001
ACORN Community High School,General Academic,High school,Integrated Algebra,2016,24,66.8,9.0,37.5,15.0,62.5,1.0,4.2,1.0,4.2,0.12,-0.16,0.16,-0.66,-1.16,0.05,10001
ACORN Community High School,General Academic,High school,Common Core Algebra,2017,82,66.0,28.0,34.1,54.0,65.9,3.0,3.7,36.0,43.9,0.05,-0.28,0.28,-0.68,0.12,-0.02,10001
ACORN Community High School,General Academic,High school,Common Core English,2017,98,61.2,38.0,38.8,60.0,61.2,13.0,13.3,30.0,30.6,-0.38,-0.11,0.11,-0.31,-0.31,-0.44,10001
ACORN Community High School,General Academic,High school,Common Core Geometry,2017,46,52.9,34.0,73.9,12.0,26.1,0.0,0.0,4.0,8.7,-1.13,1.11,-1.11,-0.82,-1.01,-1.18,10001
ACORN Community High School,General Academic,High school,Common Core Algebra,2018,41,65.7,12.0,29.3,29.0,70.7,0.0,0.0,20.0,48.8,0.02,-0.44,0.44,-0.82,0.28,-0.04,10001
ACORN Community High School,General Academic,High school,Common Core Algebra2,2018,7,42.7,6.0,85.7,1.0,14.3,0.0,0.0,1.0,14.3,-2.05,1.53,-1.53,-0.82,-0.83,-2.08,10001
ACORN Community High School,General Academic,High school,Common Core English,2018,66,61.7,30.0,45.5,36.0,54.5,8.0,12.1,16.0,24.2,-0.34,0.12,-0.12,-0.35,-0.51,-0.4,10001
ACORN Community High School,General Academic,High school,Common Core Geometry,2018,37,51.3,31.0,83.8,6.0,16.2,0.0,0.0,3.0,8.1,-1.27,1.46,-1.46,-0.82,-1.03,-1.32,10001
ACORN Community High School,General Academic,High school,Common Core Algebra,2019,43,63.3,20.0,46.5,23.0,53.5,0.0,0.0,15.0,34.9,-0.19,0.16,-0.16,-0.82,-0.17,-0.26,10001
ACORN Community High School,General Academic,High school,Common Core English,2019,24,69.6,4.0,16.7,20.0,83.3,4.0,16.7,10.0,41.7,0.37,-0.88,0.88,-0.18,0.05,0.3,10001
ACORN Community High School,General Academic,High school,Common Core Geometry,2019,12,39.3,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.36,2.03,-2.03,-0.82,-1.29,-2.38,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Algebra2/Trigonometry,2015,8,47.9,7.0,87.5,1.0,12.5,1.0,12.5,1.0,12.5,-1.58,1.59,-1.59,-0.34,-0.89,-1.62,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra,2015,93,60.6,55.0,59.1,38.0,40.9,0.0,0.0,16.0,17.2,-0.44,0.6,-0.6,-0.82,-0.74,-0.5,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Geometry,2015,37,54.6,29.0,78.4,8.0,21.6,0.0,0.0,6.0,16.2,-0.98,1.27,-1.27,-0.82,-0.77,-1.03,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,English,2015,71,74.0,11.0,15.5,60.0,84.5,24.0,33.8,39.0,54.9,0.77,-0.93,0.93,0.48,0.48,0.69,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Geometry,2015,52,60.5,30.0,57.7,22.0,42.3,1.0,1.9,1.0,1.9,-0.45,0.55,-0.55,-0.75,-1.23,-0.5,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Integrated Algebra,2015,70,65.1,30.0,42.9,40.0,57.1,7.0,10.0,7.0,10.0,-0.03,0.03,-0.03,-0.43,-0.97,-0.1,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Algebra2/Trigonometry,2016,19,43.9,16.0,84.2,3.0,15.8,0.0,0.0,0.0,0.0,-1.94,1.47,-1.47,-0.82,-1.29,-1.97,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra,2016,147,60.6,88.0,59.9,59.0,40.1,6.0,4.1,30.0,20.4,-0.44,0.62,-0.62,-0.66,-0.64,-0.5,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core English,2016,67,78.8,7.0,10.4,60.0,89.6,35.0,52.2,47.0,70.1,1.2,-1.1,1.1,1.19,0.97,1.12,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Geometry,2016,47,54.0,34.0,72.3,13.0,27.7,0.0,0.0,7.0,14.9,-1.03,1.06,-1.06,-0.82,-0.81,-1.08,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,English,2016,6,68.0,2.0,33.3,4.0,66.7,1.0,16.7,1.0,16.7,0.23,-0.3,0.3,-0.18,-0.75,0.16,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra,2017,148,63.8,71.0,48.0,77.0,52.0,12.0,8.1,54.0,36.5,-0.15,0.21,-0.21,-0.51,-0.12,-0.21,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra2,2017,16,55.6,9.0,56.3,7.0,43.8,0.0,0.0,7.0,43.8,-0.89,0.5,-0.5,-0.82,0.12,-0.94,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core English,2017,136,75.1,24.0,17.6,112.0,82.4,71.0,52.2,83.0,61.0,0.87,-0.85,0.85,1.19,0.68,0.79,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Geometry,2017,60,53.6,50.0,83.3,10.0,16.7,0.0,0.0,6.0,10.0,-1.07,1.44,-1.44,-0.82,-0.97,-1.12,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra,2018,187,63.0,93.0,49.7,94.0,50.3,7.0,3.7,65.0,34.8,-0.22,0.27,-0.27,-0.68,-0.17,-0.28,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra2,2018,41,52.0,30.0,73.2,11.0,26.8,0.0,0.0,11.0,26.8,-1.21,1.09,-1.09,-0.82,-0.43,-1.26,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core English,2018,116,67.5,39.0,33.6,77.0,66.4,36.0,31.0,48.0,41.4,0.18,-0.29,0.29,0.37,0.04,0.12,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Geometry,2018,84,60.4,49.0,58.3,35.0,41.7,1.0,1.2,22.0,26.2,-0.46,0.57,-0.57,-0.77,-0.45,-0.51,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra,2019,177,65.2,76.0,42.9,101.0,57.1,14.0,7.9,74.0,41.8,-0.02,0.03,-0.03,-0.52,0.06,-0.09,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Algebra2,2019,31,66.7,11.0,35.5,20.0,64.5,0.0,0.0,20.0,64.5,0.11,-0.23,0.23,-0.82,0.79,0.05,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core English,2019,131,71.3,34.0,26.0,97.0,74.0,42.0,32.1,68.0,51.9,0.53,-0.56,0.56,0.42,0.38,0.45,10001
Urban Assembly Institute of Math and Science for Y,General Academic,Secondary School,Common Core Geometry,2019,70,64.0,32.0,45.7,38.0,54.3,8.0,11.4,27.0,38.6,-0.13,0.13,-0.13,-0.38,-0.05,-0.19,10001
Brooklyn Academy High School,Transfer School,High school,Common Core Algebra,2015,7,56.7,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,2.03,-2.03,-0.82,-1.29,-0.72,11201
Brooklyn Academy High School,Transfer School,High school,English,2015,54,71.9,9.0,16.7,45.0,83.3,11.0,20.4,22.0,40.7,0.58,-0.88,0.88,-0.03,0.02,1.15,11201
Brooklyn Academy High School,Transfer School,High school,Integrated Algebra,2015,36,63.3,17.0,47.2,19.0,52.8,0.0,0.0,0.0,0.0,-0.19,0.18,-0.18,-0.82,-1.29,0.09,11201
Brooklyn Academy High School,Transfer School,High school,Common Core Algebra,2016,28,61.1,16.0,57.1,12.0,42.9,1.0,3.6,6.0,21.4,-0.39,0.53,-0.53,-0.68,-0.6,-0.18,11201
Brooklyn Academy High School,Transfer School,High school,Common Core English,2016,32,72.7,5.0,15.6,27.0,84.4,13.0,40.6,17.0,53.1,0.65,-0.92,0.92,0.74,0.42,1.24,11201
Brooklyn Academy High School,Transfer School,High school,English,2016,17,74.2,2.0,11.8,15.0,88.2,4.0,23.5,9.0,52.9,0.79,-1.06,1.06,0.08,0.41,1.43,11201
Brooklyn Academy High School,Transfer School,High school,Integrated Algebra,2016,18,63.7,8.0,44.4,10.0,55.6,0.0,0.0,0.0,0.0,-0.16,0.08,-0.08,-0.82,-1.29,0.14,11201
Brooklyn Academy High School,Transfer School,High school,Common Core Algebra,2017,16,65.8,7.0,43.8,9.0,56.3,0.0,0.0,8.0,50.0,0.03,0.06,-0.06,-0.82,0.32,0.4,11201
Brooklyn Academy High School,Transfer School,High school,Common Core English,2017,33,68.6,9.0,27.3,24.0,72.7,11.0,33.3,15.0,45.5,0.28,-0.51,0.51,0.46,0.18,0.74,11201
Brooklyn Academy High School,Transfer School,High school,Common Core Algebra,2018,19,65.7,8.0,42.1,11.0,57.9,1.0,5.3,10.0,52.6,0.02,0.0,-0.0,-0.62,0.4,0.38,11201
Brooklyn Academy High School,Transfer School,High school,Common Core English,2018,49,69.3,15.0,30.6,34.0,69.4,13.0,26.5,23.0,46.9,0.35,-0.4,0.4,0.2,0.22,0.83,11201
Brooklyn Academy High School,Transfer School,High school,Common Core Algebra,2019,25,60.7,14.0,56.0,11.0,44.0,2.0,8.0,6.0,24.0,-0.43,0.49,-0.49,-0.51,-0.52,-0.23,11201
Brooklyn Academy High School,Transfer School,High school,Common Core English,2019,41,67.8,13.0,31.7,28.0,68.3,4.0,9.8,14.0,34.1,0.21,-0.36,0.36,-0.44,-0.19,0.64,11201
Bedford Stuyvesant Preparatory High School,Transfer School,High school,English,2015,50,72.1,6.0,12.0,44.0,88.0,11.0,22.0,20.0,40.0,0.6,-1.05,1.05,0.03,-0.0,1.17,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Integrated Algebra,2015,42,73.4,5.0,11.9,37.0,88.1,9.0,21.4,9.0,21.4,0.72,-1.05,1.05,0.0,-0.6,1.33,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Common Core Algebra,2016,18,59.9,10.0,55.6,8.0,44.4,0.0,0.0,5.0,27.8,-0.5,0.47,-0.47,-0.82,-0.4,-0.33,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Common Core English,2016,13,75.6,2.0,15.4,11.0,84.6,6.0,46.2,9.0,69.2,0.91,-0.93,0.93,0.96,0.94,1.6,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,English,2016,22,72.5,5.0,22.7,17.0,77.3,7.0,31.8,11.0,50.0,0.63,-0.68,0.68,0.4,0.32,1.22,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Integrated Algebra,2016,20,72.8,3.0,15.0,17.0,85.0,7.0,35.0,7.0,35.0,0.66,-0.94,0.94,0.53,-0.16,1.26,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Common Core Algebra,2017,39,53.7,34.0,87.2,5.0,12.8,0.0,0.0,1.0,2.6,-1.06,1.58,-1.58,-0.82,-1.21,-1.09,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Common Core English,2017,25,75.8,3.0,12.0,22.0,88.0,13.0,52.0,16.0,64.0,0.93,-1.05,1.05,1.18,0.77,1.63,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Common Core Algebra,2018,41,56.0,34.0,82.9,7.0,17.1,0.0,0.0,3.0,7.3,-0.85,1.43,-1.43,-0.82,-1.06,-0.81,11221
Bedford Stuyvesant Preparatory High School,Transfer School,High school,Common Core English,2018,19,61.1,9.0,47.4,10.0,52.6,2.0,10.5,6.0,31.6,-0.39,0.19,-0.19,-0.42,-0.27,-0.18,11221
Gotham Professional Arts Academy,General Academic,High school,Common Core English,2019,80,66.2,32.0,40.0,48.0,60.0,15.0,18.8,30.0,37.5,0.07,-0.07,0.07,-0.1,-0.08,0.0,10314
Bedford Academy High School,General Academic,High school,Algebra2/Trigonometry,2015,23,74.4,4.0,17.4,19.0,82.6,5.0,21.7,5.0,21.7,0.81,-0.86,0.86,0.02,-0.59,0.73,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra,2015,73,75.3,2.0,2.7,71.0,97.3,15.0,20.5,68.0,93.2,0.89,-1.37,1.37,-0.03,1.72,0.81,10001
Bedford Academy High School,General Academic,High school,Common Core Geometry,2015,50,79.9,0.0,0.0,50.0,100.0,25.0,50.0,49.0,98.0,1.3,-1.47,1.47,1.1,1.87,1.21,10001
Bedford Academy High School,General Academic,High school,English,2015,101,86.5,0.0,0.0,101.0,100.0,89.0,88.1,99.0,98.0,1.9,-1.47,1.47,2.57,1.87,1.8,10001
Bedford Academy High School,General Academic,High school,Geometry,2015,64,84.8,1.0,1.6,63.0,98.4,49.0,76.6,49.0,76.6,1.74,-1.41,1.41,2.13,1.18,1.65,10001
Bedford Academy High School,General Academic,High school,Algebra2/Trigonometry,2016,39,68.1,16.0,41.0,23.0,59.0,6.0,15.4,6.0,15.4,0.24,-0.04,0.04,-0.23,-0.8,0.17,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra,2016,63,77.5,3.0,4.8,60.0,95.2,28.0,44.4,55.0,87.3,1.08,-1.3,1.3,0.89,1.53,1.0,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra2,2016,28,74.3,3.0,10.7,25.0,89.3,4.0,14.3,25.0,89.3,0.8,-1.09,1.09,-0.27,1.59,0.72,10001
Bedford Academy High School,General Academic,High school,Common Core English,2016,182,90.2,0.0,0.0,182.0,100.0,174.0,95.6,179.0,98.4,2.23,-1.47,1.47,2.86,1.88,2.13,10001
Bedford Academy High School,General Academic,High school,Common Core Geometry,2016,128,69.5,20.0,15.6,108.0,84.4,4.0,3.1,69.0,53.9,0.36,-0.92,0.92,-0.7,0.45,0.29,10001
Bedford Academy High School,General Academic,High school,Geometry,2016,11,79.9,0.0,0.0,11.0,100.0,6.0,54.5,6.0,54.5,1.3,-1.47,1.47,1.28,0.47,1.21,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra,2017,54,80.4,1.0,1.9,53.0,98.1,35.0,64.8,50.0,92.6,1.35,-1.4,1.4,1.67,1.7,1.26,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra2,2017,71,73.8,5.0,7.0,66.0,93.0,12.0,16.9,66.0,93.0,0.75,-1.22,1.22,-0.17,1.71,0.67,10001
Bedford Academy High School,General Academic,High school,Common Core English,2017,102,89.0,1.0,1.0,101.0,99.0,96.0,94.1,98.0,96.1,2.12,-1.43,1.43,2.8,1.81,2.02,10001
Bedford Academy High School,General Academic,High school,Common Core Geometry,2017,35,71.3,2.0,5.7,33.0,94.3,1.0,2.9,22.0,62.9,0.53,-1.27,1.27,-0.71,0.74,0.45,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra,2018,51,77.1,5.0,9.8,46.0,90.2,26.0,51.0,42.0,82.4,1.05,-1.13,1.13,1.14,1.37,0.97,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra2,2018,89,72.5,13.0,14.6,76.0,85.4,11.0,12.4,76.0,85.4,0.63,-0.96,0.96,-0.34,1.46,0.56,10001
Bedford Academy High School,General Academic,High school,Common Core English,2018,54,88.6,1.0,1.9,53.0,98.1,49.0,90.7,52.0,96.3,2.08,-1.4,1.4,2.67,1.82,1.99,10001
Bedford Academy High School,General Academic,High school,Common Core Geometry,2018,22,79.4,1.0,4.5,21.0,95.5,11.0,50.0,19.0,86.4,1.26,-1.31,1.31,1.1,1.5,1.17,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra,2019,61,79.2,3.0,4.9,58.0,95.1,38.0,62.3,57.0,93.4,1.24,-1.3,1.3,1.58,1.72,1.15,10001
Bedford Academy High School,General Academic,High school,Common Core Algebra2,2019,42,70.5,6.0,14.3,36.0,85.7,6.0,14.3,36.0,85.7,0.45,-0.97,0.97,-0.27,1.47,0.38,10001
Bedford Academy High School,General Academic,High school,Common Core English,2019,84,84.6,1.0,1.2,83.0,98.8,65.0,77.4,77.0,91.7,1.72,-1.43,1.43,2.16,1.67,1.63,10001
Bedford Academy High School,General Academic,High school,Common Core Geometry,2019,48,72.6,8.0,16.7,40.0,83.3,12.0,25.0,36.0,75.0,0.64,-0.88,0.88,0.14,1.13,0.57,10001
